hub_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
IND142401AAA,0.12723127,-0.043291196,0.16743243,0.1678769,0.06960145,0.17783731,0.060440905,0.35135219,0.32505316,-0.17354752,0.16363586,0.03014797,0.2975572,0.13866001,-0.48163813,0.00597851,0.02624844,0.101984836,-0.12728576,0.15801626,0.32556218,0.16811481,0.45565897,-0.08899295,-0.3798496,-0.014414832,-0.22556067,-0.0027592843,0.31006408,0.38370508,-0.459081,-0.09806536
IND143001AAA,-0.035239913,-0.598653,0.2712708,0.17637333,-0.03335006,0.039444704,-0.0893479,0.6498866,0.32607707,0.18161446,-0.019146193,-0.12642525,0.22110187,0.09571485,-0.05311206,-0.024203159,0.11379706,-0.03832476,0.2588168,-0.04962004,0.32221112,0.013138131,0.25472412,-0.16318,-0.33244136,-0.22466381,-0.21216266,0.051651824,-0.111853786,0.27873442,-0.55744326,-0.030159779
IND144001AAB,-0.048373427,-0.6197195,0.18485834,0.01233539,0.15471137,0.20312583,-0.23707102,0.7210461,0.47044793,0.21119522,0.07194512,-0.25520068,0.22266227,0.3180274,-0.34748793,0.05873365,0.119947426,0.012004182,0.056190632,-0.05648899,0.4532394,0.10734362,0.55709016,-0.08079718,-0.30266052,-0.115438014,-0.16746284,0.351192,-0.35630673,0.20775375,-0.58460903,-0.106898755
IND144514AAA,0.015375938,-0.41259816,0.1528328,0.04876301,0.083653525,0.0788991,-0.00829328,0.5543259,0.12663226,0.014906073,0.10778892,-0.06592095,0.31225365,0.052453645,-0.45658973,-0.12099254,0.14044586,0.048931435,0.060499713,0.0013162345,0.105505265,-0.06088447,0.42146444,-0.18758342,-0.35487872,-0.09995564,-0.17389199,0.043506153,0.20012537,0.31317925,-0.52306086,-0.07600438
IND147301AAA,0.12158612,0.0047909617,0.17589906,0.1752198,0.07371392,0.16058157,0.105048776,0.3055094,0.29158804,-0.21581028,0.14916956,0.053713292,0.30781513,0.13343406,-0.4682697,0.019133188,-0.00090479106,0.1056461,-0.15994363,0.15981029,0.3163394,0.14773144,0.41776738,-0.091687515,-0.3782462,-0.059064478,-0.21161692,-0.05187499,0.35384184,0.41673377,-0.43887496,-0.10214259
IND152026AAA,-0.037807863,-0.39098492,0.17545617,-0.054351963,0.22456032,0.22365268,-0.11628392,0.5590996,0.21207389,-0.010383226,0.13824128,-0.20451808,0.29174477,0.13728267,-0.4699651,-0.13038997,0.09125021,-0.001864776,-0.063971,-0.060993794,0.2442534,-0.105912805,0.5169294,-0.070830435,-0.30412716,-0.12166906,-0.14274544,0.23115793,0.14529982,0.37425882,-0.6965025,-0.13244306
IND160002AAC,-0.0110701695,-1.3483831,1.3047599,0.7171097,0.035917602,0.9934895,-0.56669015,-0.007785119,1.5846033,0.46449402,0.39514154,-1.114997,0.02495879,-0.014899068,0.05413772,-0.56396073,-0.11716188,-0.6487114,-0.01690752,-0.1243394,1.5126312,0.12582651,0.43460235,-0.03867332,-0.2620052,-0.792019,-0.75936997,0.10902254,-2.351243,0.502392,-1.2541579,-0.8158532
IND000000ACB,-0.46769923,-1.0298504,0.56625426,0.7857324,-0.19134745,1.2437599,-0.8657781,-0.9909259,0.72759545,-1.4407996,0.36274254,-1.5960432,-0.29984358,-1.9802513,0.8628013,-1.6791753,-0.6936598,-1.4469005,-1.034864,0.9012208,0.61621475,-1.0144653,0.74475574,0.048093148,0.51904285,-1.1412197,0.34195822,-0.53842175,-2.4598274,0.61298776,-1.0152965,-0.7718424
IND000000AEL,-0.25007853,0.24263081,-0.34261483,-0.11574882,-0.22106303,-0.07505292,-0.33838353,-0.17050275,-0.16580284,-1.0148488,-0.25888008,-0.21031523,-0.007134389,-1.0294049,0.8199305,-0.4883472,-0.6887257,-0.8986883,-0.34088364,0.4061908,-0.22393271,-0.41432485,0.35709193,0.063569784,0.35532653,-0.580029,0.47232628,-0.37983122,-0.34176323,0.72347975,0.018948734,0.36942822
IND110024AAA,-0.14337681,0.18932465,0.20941347,0.02098585,0.107210934,0.17343372,-0.05606368,-0.03688234,0.13656062,-0.2760241,0.033362918,-0.32280293,-0.13886313,-0.21153213,-0.07141554,-0.28761226,-0.10930654,-0.46112484,-0.27855897,0.038926847,0.13540962,-0.28811276,-0.1650194,0.09256929,-0.06669289,-0.23779434,0.20635283,0.14137828,-0.5856355,0.04767488,0.0005399883,0.0407953
IND110030AAD,-0.30548283,-0.14536045,0.16241595,0.043339282,-0.14833242,0.2840631,-0.4861033,-0.38798302,-0.15726875,-0.36739743,0.15140352,-0.372344,0.124109395,-0.57130414,0.48881224,-0.2630728,-0.7159577,-0.34068984,-0.14569053,-0.082528695,0.19387327,-0.088785246,0.4285451,0.4231395,0.6626033,-0.32806206,0.2771389,-0.17825061,0.040575042,0.4446311,-0.17531249,-0.08726472
IND110037AAK,-0.28073388,0.21885844,-0.29900968,-0.07577276,-0.22429758,-0.043775916,-0.36077014,-0.21258467,-0.19069463,-1.0515416,-0.24573785,-0.27823558,-0.012878064,-1.0266497,0.7535186,-0.5236916,-0.72382015,-0.9296595,-0.36218065,0.43757847,-0.1695238,-0.43094075,0.3852378,0.12597376,0.35667688,-0.5559113,0.5121989,-0.36217356,-0.3422204,0.6916161,-0.052280545,0.31147516
IND110043AAA,-0.07002349,0.13219854,-0.14720258,-0.19814162,0.13842642,0.060014907,-0.119366944,-0.066480294,0.09029135,-0.48995388,0.071914166,-0.5157117,0.02095829,-0.5277428,0.10751563,-0.3976907,-0.31818858,-0.37215889,-0.28702587,0.1511859,0.02670294,-0.3076858,0.18561058,0.123102665,0.23420075,-0.31413674,0.2378626,0.019918934,-0.55720973,0.3164563,-0.005484447,0.12703179
